e3b781c6-726f-4876-b69f-53bbde745467,RETURNED,2025-11-20 11:39:33,,f25152d6-3fbb-448f-ab36-10e0b983b4c8
a8fa8a61-8ecf-4341-a4a7-46d3895b4037,IN_STOCK,2025-11-20 11:39:33,,165549f4-4d70-4a94-be6f-ca918bba0141
fa04dc2b-36fa-411e-b3b7-a3807f5f5fe2,RETURNED,2025-11-20 11:39:33,,9d0bb11e-8c1f-4d18-a8cd-932c520568ec
e947614a-5c64-43c6-bd47-c29db6d33e17,SOLD,2025-11-20 11:39:33,,e778cc58-73aa-4046-a543-84247a7f634f
0e58d852-7e7f-4c44-a3e6-7e91497649c9,IN_STOCK,2025-11-20 11:39:33,,c5e00367-42e5-4d36-a9c2-be47429ab859
692a961a-2785-4ae1-b0fe-ed4d116a7678,RETURNED,2025-11-20 11:39:33,,c6fa1a00-da57-4f5a-b66c-3c781ce52dbd
207e3266-6b12-4c85-a7d8-37b3175d59dc,RETURNED,2025-11-20 11:39:33,,2f745a47-a2a4-400c-bbb0-d56b2a2b68f3
3f9a2694-6bab-4652-a667-18dfa7d5c084,SOLD,2025-11-20 11:39:33,,be8c39fb-1f11-45bc-b242-6291c515d188
0fb5ad22-c78f-43df-9741-007c705197f9,IN_STOCK,2025-11-20 11:39:33,,72a3c67c-fd5b-49d5-af94-7b0db36be1fb
ee2bbf1f-1dc3-49fe-b12e-803d1822eeb5,RETURNED,2025-11-20 11:39:33,,e1753f5e-95f2-45db-b267-e8d84a3df927
fdd791a1-96a9-4322-a3e7-d16d0c4e7002,IN_STOCK,2025-11-20 11:39:33,,0df8b761-74cf-42d1-ba66-5c4dcebfe700
88691813-efb9-4fd5-b196-4cef70a3320a,SOLD,2025-11-20 11:39:33,,3fb92fb7-eb28-43a7-b3bc-199a6c631372
600453d9-1d2f-4b5c-84f4-d3e2dccb6828,RETURNED,2025-11-20 11:39:33,,181477c4-1c69-48a7-a0b3-802d443ea01d
3d3d4eeb-fc54-450d-b8c1-e05f038fa68b,SOLD,2025-11-20 11:39:33,,30e67ac4-f5cf-4c80-8e5e-39b58adfbf8e
4746bcbe-48d9-4236-917f-ad61916f8457,IN_STOCK,2025-11-20 11:39:33,,8bc2ba6c-6b44-4155-97ea-9828697f762e
ba49f44a-ce92-455b-8cc1-7b536a527aca,IN_STOCK,2025-11-20 11:39:33,,2a442a05-bb2a-4ccb-b6aa-fcf28f981ee5
f73b9d5e-ca39-466c-ba9c-ae0233aef27b,RETURNED,2025-11-20 11:39:33,,882d9aad-20be-4932-bfd2-15d1d91f7051
2429d991-9d01-4bc0-adfd-27eb2a3487ea,SOLD,2025-11-20 11:39:33,,135dbfc5-2376-450e-89c4-effcb1adb5a6
542f8a37-1f88-48cb-8770-d314f54dfc19,SOLD,2025-11-20 11:39:33,,67ccd9f8-75a8-4848-9fec-1a4f9f6e5773
9354b207-8bed-4d19-891e-b21a3d1be37f,IN_STOCK,2025-11-20 11:39:33,,692abc7e-a9ea-4e45-9dd0-04865851bcc4
6394a941-318c-48e4-9370-cbe0d6afd24d,RETURNED,2025-11-20 11:39:33,,4d1a2303-f293-441d-b9b6-8f549c9a75fb
97e3098b-ffe1-4733-babe-70df4c5fb942,RETURNED,2025-11-20 11:39:33,,bfe2ece1-56bb-4381-a7ba-f77af9826707
820e48b9-020b-451a-8cb0-0aa10c4a133a,IN_STOCK,2025-11-20 11:39:33,,889be533-65e8-438f-a905-ef0c31afa30a
1c8b0380-f38f-40df-83e9-992f8a90c797,RETURNED,2025-11-20 11:39:33,,2df4b55d-4004-4027-b01f-8d315d867229
787956f0-79c4-4250-814d-3d35a8df896c,SOLD,2025-11-20 11:39:33,,5715594e-b52d-4f62-b485-7a9c437a7e7b
ae874c36-7b55-452b-84cf-404a5278d0f6,IN_STOCK,2025-11-20 11:39:33,,1918127b-d31b-4b68-9419-6cb853bb48fe
